,App_Name,App_Size,currency,App_Price,Type,Review_count,User_Rating,Content_Rating,Category
3312,Lifeline,29690880,USD,1.99,Paid,21347,4.5,9+,Games
3313,Hot Trigger,242970624,USD,0.99,Paid,115,4.5,17+,Games
3314,Hyperburner,95036416,USD,2.99,Paid,545,4.5,9+,Games
3315,harmony 3,172551168,USD,2.99,Paid,823,4.5,4+,Games
3316,Sword Of Xolan,116097024,USD,0.99,Paid,381,4.5,12+,Games
3317,NAVIRO - //,55756800,USD,0.0,Free,0,0.0,4+,Navigation
3318,GodFinger 2,117507072,USD,0.0,Free,602,3.5,9+,Games
3319,Uptown  Co - Vintage Filters  insignias,50565120,USD,1.99,Paid,115,4.0,4+,Photo & Video
3320,Cell Surgeon - A Unique 3D Match 4 Strategy Game,252099584,USD,0.99,Paid,14,4.5,12+,Games
3321,Neo Monsters,229527552,USD,0.99,Paid,3093,4.5,9+,Games
3322,Muhammad Ali: Puzzle King,153622528,USD,0.0,Free,277,5.0,4+,Games
3323,Iron Commander,160277504,USD,0.0,Free,71,3.5,12+,Games
3324,5E Spell Book,6500352,USD,0.0,Free,144,3.0,4+,Games
3325,M Cam - Manual controls  custom exposure camera,15116288,USD,1.99,Paid,11,3.5,4+,Photo & Video
3326,Productive habits  daily goals tracker,9256960,USD,0.0,Free,4736,5.0,4+,Productivity
3327,The Enchanted Cave 2,37957632,USD,2.99,Paid,92,4.5,12+,Games
3328,Immortal Legends - TD,273789952,USD,0.0,Free,26,3.0,9+,Games
3329,Order  Chaos 2: 3D MMO RPG Online Game,703052800,USD,0.0,Free,6325,4.0,12+,Games
3330,Sky Charms,183284736,USD,0.0,Free,505,4.5,4+,Games
3331,AdivnaT - Adivina las palabras,135886848,USD,0.99,Paid,15,4.5,4+,Games
3332,Stress Release Grenade,195417088,USD,0.0,Free,0,0.0,12+,Games
3333,Hollywood Game Night,173502464,USD,0.99,Paid,27,4.0,12+,Games
3334,Roll Turtle,92815360,USD,0.99,Paid,25,5.0,4+,Games
3335,Forsaken World Mobile MMORPG,640595968,USD,0.0,Free,952,4.0,12+,Games
3336,Dot - A Period  Fertility Tracker,42478592,USD,0.0,Free,142,4.0,12+,Health & Fitness
3337,Hockey Stars,76464128,USD,0.0,Free,1619,4.5,4+,Games
3338,Cookie Clickers 2,63004672,USD,0.0,Free,2912,5.0,4+,Games
3339,Discord - Chat for Gamers,26890240,USD,0.0,Free,9152,4.5,4+,Social Networking
3340,One More Dash,109096960,USD,0.0,Free,1142,4.5,4+,Games
3341,Tamagotchi Classic - The Original Tamagotchi Game,47908864,USD,0.99,Paid,165,3.0,4+,Games
3342,Dr Panda Space,250955776,USD,2.99,Paid,75,4.5,4+,Education
3343,Gun Master 3: Zombie Slayer,220948480,USD,0.0,Free,604,4.5,17+,Games
3344,Face Swap App- Funny Face Changer Photo Effects,16275456,USD,0.0,Free,11977,4.5,4+,Photo & Video
3345,Hot Shot Slots Games  Vegas Casino Slot Machines,179004416,USD,0.0,Free,20064,4.5,12+,Games
3346,letgo: Buy  Sell Second Hand Stuff,109915136,USD,0.0,Free,38424,4.5,12+,Shopping
3347,WarnWetter,51410944,USD,0.0,Free,0,0.0,4+,Weather
3348,Ab  Core Sworkit - Free Workout Trainer,59845632,USD,0.0,Free,2901,5.0,4+,Health & Fitness
3349,AmpMe - A Portable Social Party Music Speaker,69876736,USD,0.0,Free,1047,4.0,12+,Music
3350,VR SNIPER,89478144,USD,0.0,Free,30,2.5,12+,Games
3351,Yiannimize Racing,46248960,USD,0.99,Paid,2,3.0,4+,Games
3352,COOKING MAMA Lets Cook,178185216,USD,0.0,Free,3594,4.0,4+,Games
3353,DANDY DUNGEON Legend of Brave Yamada,247331840,USD,0.0,Free,1204,5.0,9+,Games
3354,Wolf Craft,157003776,USD,0.99,Paid,206,4.5,9+,Games
3355,Mondly: Learn 33 Languages: Spanish English French,77725696,USD,0.0,Free,1395,4.5,4+,Education
3356,Google Cardboard,127627264,USD,0.0,Free,546,4.0,4+,Entertainment
3357,Polarr Photo Editor - Photo Editing Tools for All,57919488,USD,0.0,Free,2246,4.5,4+,Photo & Video
3358,Refreshing  Brain training fit,62258176,USD,0.0,Free,0,0.0,4+,Games
3359,Toca Life: City,332123136,USD,2.99,Paid,3571,4.5,4+,Education
3360,Hugo Flower Flush,242545664,USD,0.0,Free,41,4.0,4+,Games
3361,Death Run : Mini Game With Worldwide Multiplayer,121913344,USD,0.99,Paid,721,4.0,9+,Games
3362,Smooth Operator,598734848,USD,0.99,Paid,8,4.0,9+,Games
3363,Arrow,128421888,USD,0.0,Free,14673,4.5,4+,Games
3364,Twin Shooter - Invaders,147472384,USD,0.0,Free,572,4.5,4+,Games
3365,TownWiFi - WiFi Everywhere,112883712,USD,0.0,Free,0,0.0,4+,Utilities
3366,Nono Islands,135064576,USD,0.0,Free,3180,4.5,9+,Games
3367,Six Flags,88558592,USD,0.0,Free,353,3.5,4+,Travel
3368,Sling Kong,189335552,USD,0.0,Free,4638,4.5,9+,Games
3369,Forevolution,77255680,USD,3.99,Paid,0,0.0,4+,Games
3370,Sky Gamblers Air Supremacy,1654782976,USD,2.99,Paid,1010,4.0,12+,Games
3371,Timepage  Calendar by Moleskine,87201792,USD,4.99,Paid,1085,4.0,4+,Productivity
3372,Good Morning Alarm Clock - Sleep Cycle Tracker,59503616,USD,3.99,Paid,1014,4.5,4+,Health & Fitness
3373,iMaschine 2,508655616,USD,9.99,Paid,454,4.0,4+,Music
3374,"System Status : memory, CPU, network, battery data",2515968,USD,1.99,Paid,0,0.0,4+,Productivity
3375,iPlum Business Phone Number for Calling  Texting,39709696,USD,0.0,Free,392,4.5,4+,Business
3376,AirTycoon 4,247309312,USD,2.99,Paid,114,4.0,4+,Games
3377,Firefox web browser,91155456,USD,0.0,Free,2619,3.5,17+,Utilities
3378,Insidious VR,260640768,USD,0.0,Free,121,3.5,12+,Entertainment
3379,Duck Life: Retro Pack,332144640,USD,1.99,Paid,77,4.5,4+,Games
3380,Builder Buddies: 3D City Building Simulator,10946560,USD,0.0,Free,7197,4.0,9+,Games
3381,The Paranormal Society: Hidden Adventure,659142656,USD,0.0,Free,3000,4.0,9+,Games
3382,Formulas - Photo Lab Effects and Custom Frames,274699264,USD,1.99,Paid,99,4.5,4+,Photo & Video
3383,ZAGA,307658752,USD,0.0,Free,444,4.5,4+,Games
3384,Relook,56421376,USD,3.99,Paid,198,4.5,4+,Photo & Video
3385,Horizon Chase - World Tour,587313152,USD,0.0,Free,3375,4.5,4+,Games
3386,Candid - Speak Your Mind Freely,47065088,USD,0.0,Free,398,3.5,17+,Social Networking
3387,Fallout Shelter,1172922368,USD,0.0,Free,199396,4.5,12+,Games
3388,Election Center 2016,44598272,USD,0.0,Free,37,2.0,4+,News
3389,Moments - private albums with friends and family,204382208,USD,0.0,Free,11955,4.5,4+,Photo & Video
3390,Lifeline 2,81724416,USD,1.99,Paid,1364,4.5,9+,Games
3391,Down To Lunch,35410944,USD,0.0,Free,2535,4.0,12+,Social Networking
3392,INKHUNTER try tattoo designs in augmented reality,68191232,USD,0.0,Free,809,4.5,4+,Entertainment
3393,Blyss,163149824,USD,0.99,Paid,288,4.0,4+,Games
3394,Snapshot Cam - Draw on Pictures  Add Text to Photos,109117440,USD,2.99,Paid,14,5.0,4+,Photo & Video
3395,Snoopy Emoji,29364224,USD,1.99,Paid,23,1.5,4+,Utilities
3396,Boyfriend Plus - Brett Jeff and Kai,34203648,USD,0.0,Free,126,4.0,17+,Games
3397,PAUSE - Relaxation at your fingertip,77151232,USD,1.99,Paid,180,3.5,4+,Health & Fitness
3398,Easy Music - Give kids an ear for music,247308288,USD,3.99,Paid,43,4.5,4+,Education
3399,SOMA Messenger,92802048,USD,0.0,Free,3232,4.5,4+,Social Networking
3400,Analog Wedding,18767872,USD,0.99,Paid,8,4.0,4+,Photo & Video
3401,Farming Simulator 16,185572352,USD,4.99,Paid,2637,4.5,4+,Games
3402,Total War Battles: KINGDOM,630600704,USD,0.0,Free,3092,4.0,12+,Games
3403,Football Chairman Pro,29378560,USD,3.99,Paid,37,4.5,4+,Games
3404,Fit The Fat 2,169729024,USD,0.0,Free,8557,4.5,4+,Games
3405,Face Paint Party - Kids Coloring Fun,89993216,USD,0.0,Free,38,4.0,4+,Games
3406,Patternator Pattern Maker Backgrounds  Wallpapers,47943680,USD,0.0,Free,2092,5.0,4+,Photo & Video
3407,Atlantic Fleet,220282880,USD,9.99,Paid,271,4.5,12+,Games
3408,Spinny Circle,16656384,USD,0.0,Free,20812,4.5,4+,Games
3409,Rick and Morty: Pocket Mortys,955524096,USD,0.0,Free,12124,4.5,17+,Games
3410,Down The Mountain,252966912,USD,0.0,Free,3491,4.5,9+,Games
3411,Fast Motorcycle Driver,150142976,USD,0.0,Free,2224,4.5,4+,Games
3412,Abby Lee Dance Secrets,51111936,USD,4.99,Paid,808,4.0,4+,Entertainment
3413,EWallpaper,10727424,USD,3.99,Paid,42,1.0,4+,Entertainment
3414,Puppy Love - My Dream Pet,269402112,USD,0.0,Free,1689,4.5,4+,Games
3415,Airmail - Your Mail With You,170175488,USD,4.99,Paid,1575,3.5,4+,Productivity
3416,Hop Rush,11702272,USD,0.0,Free,9,1.0,4+,Games
3417,League of War: Mercenaries,164357120,USD,0.0,Free,2523,4.5,12+,Games
3418,V for Wikipedia,31600640,USD,4.99,Paid,134,4.5,17+,Reference
3419,"2Face Fitpack - Dein Trainingsprogramm mit persnlichem Ernhrungsplan, Kalorienrechner und Trainingsplan",34414592,USD,0.0,Free,0,0.0,4+,Health & Fitness
3420,"Egg, Inc",53579776,USD,0.0,Free,79074,5.0,4+,Games
3421,Swaggy Ninja,31567872,USD,0.0,Free,1210,4.5,4+,Games
3422,CatHotel - Care for cute cats,230216704,USD,0.0,Free,1425,4.5,4+,Games
3423,Rawr Messenger - Dab your chat,130276352,USD,0.0,Free,180,4.0,12+,Social Networking
3424,"Curious World: Games, Videos, Books for Children",186588160,USD,0.0,Free,604,3.5,4+,Education
3425,Champs Sports,63553536,USD,0.0,Free,330,3.5,4+,Lifestyle
3426,Sago Mini Babies,105742336,USD,2.99,Paid,70,4.0,4+,Education
3427,Sago Mini Superhero,179484672,USD,2.99,Paid,30,3.5,4+,Education
3428,Infinite Tanks,1920265216,USD,4.99,Paid,262,4.0,9+,Games
3429,Word Trek  - WordTrek Brain game  Word puzzles,47884288,USD,0.0,Free,3774,4.5,4+,Games
3430,Triller - Music Video  Film Maker,87287808,USD,0.0,Free,25683,5.0,12+,Photo & Video
3431,Free Fur All  We Bare Bears Minigame Collection,362530816,USD,0.0,Free,1449,4.5,4+,Games
3432,Pinchworm,100635648,USD,0.0,Free,2288,5.0,4+,Games
3433,Signily Keyboard - Sign Language Emoji and GIFs,89902080,USD,0.99,Paid,71,4.5,17+,Utilities
3434,U by BBT,74385408,USD,0.0,Free,790,2.0,4+,Finance
3435,skyticket - Reserve Best Valued Air Tickets,8294400,USD,0.0,Free,0,0.0,4+,Travel
3436,Upperland,126574592,USD,0.0,Free,201,4.0,9+,Games
3437,Agario,63954944,USD,0.0,Free,176514,4.5,9+,Games
3438,Aralon: Forge and Flame,1379309568,USD,4.99,Paid,192,3.5,12+,Games
3439,SHOWTIME,25903104,USD,0.0,Free,1214,2.5,17+,Entertainment
3440,EvilBane: Rise of Ravens,180629504,USD,0.0,Free,1428,4.5,9+,Games
3441,Pharaohs Party: Coin Pusher,227435520,USD,0.0,Free,191,4.5,12+,Games
3442,Puzzle Strike,410278912,USD,3.99,Paid,21,3.5,4+,Games
3443,Cops N Robbers Jail Break 2 - Survival Mini Game,226083840,USD,0.0,Free,1559,4.0,9+,Games
3444,Money Multiplier,40488960,USD,0.0,Free,1,4.0,4+,Games
3445,Eisenhorn: XENOS,3008276480,USD,5.99,Paid,100,3.5,12+,Games
3446,KING OF KARTS: Single-  Multiplayer Battles,481390592,USD,2.99,Paid,9,3.5,4+,Games
3447,Popcorn Buzz - Free Group Calls,17457152,USD,0.0,Free,281,3.5,4+,Social Networking
3448,"InShot Video Editor Music, No Crop, Cut",55851008,USD,0.0,Free,12779,5.0,4+,Photo & Video
3449,My Uncrowded,171746304,USD,0.99,Paid,224,3.0,17+,Games
3450,PAC-MAN Championship Edition DX,126681088,USD,4.99,Paid,517,4.5,9+,Games
3451,Matchsticks  Free Puzzle Game with Matches,32492544,USD,0.0,Free,212,4.5,4+,Games
3452,Doc McStuffins Pet Vet,609991680,USD,1.99,Paid,70,3.0,4+,Entertainment
3453,Fishing Break,578273280,USD,0.0,Free,2088,4.5,9+,Games
3454,Flipped Out  The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,640870400,USD,2.99,Paid,124,4.5,9+,Games
3455,Equipd Bible,135132160,USD,2.99,Paid,94,4.5,4+,Productivity
3456,Private School Days,55376896,USD,4.99,Paid,99,4.0,17+,Games
3457,Fetty Wap: Nitro Nation Stories,1027908608,USD,0.0,Free,2005,4.5,4+,Games
3458,Scrubby Dubby Saga,112135168,USD,0.0,Free,3874,4.5,4+,Games
3459,Chain: Collaborate On MyVideo Story/Group Video,95789056,USD,0.0,Free,35,4.5,12+,Social Networking
3460,Face on Face,1736704,USD,0.99,Paid,0,0.0,4+,Entertainment
3461,Kick Hero,107540480,USD,0.0,Free,733,4.5,9+,Games
3462,Path of War,88379392,USD,0.0,Free,377,4.5,12+,Games
3463,Blink Health,38117376,USD,0.0,Free,1198,5.0,17+,Medical
3464,Clouds  Sheep 2 Premium,299395072,USD,3.99,Paid,1,4.0,4+,Games
3465,Dawnbringer,799076352,USD,0.0,Free,238,3.5,12+,Games
3466,Honest App: Shop baby  diaper products,121671680,USD,0.0,Free,3173,5.0,4+,Shopping
3467,"It Girl Story - Styling, Fashion  Celebrity Life",931567616,USD,0.0,Free,3537,4.5,4+,Games
3468,Circle Boom,14546944,USD,0.0,Free,7,1.5,4+,Games
3469,Donut vs Donut,85999616,USD,0.99,Paid,16,4.5,4+,Games
3470,KORG iDS-10,88055808,USD,19.99,Paid,52,4.0,4+,Music
3471,Swapperoo,24163328,USD,1.99,Paid,361,4.0,4+,Games
3472,Wonder Tactics,653022208,USD,0.0,Free,730,4.5,12+,Games
3473,Special Air Wing - Flight Simulator,250717184,USD,2.99,Paid,138,4.0,9+,Games
3474,King Tongue,422011904,USD,1.99,Paid,255,4.5,9+,Games
3475,Butt Sworkit - Free Workout Trainer to tone  lift,58649600,USD,0.0,Free,960,5.0,4+,Health & Fitness
3476,Rapala Fishing - Daily Catch,201266176,USD,0.0,Free,1666,4.5,4+,Games
3477,Recontact: Istanbul,289065984,USD,0.99,Paid,14,3.5,4+,Games
3478,Plants vs Zombies Heroes,153967616,USD,0.0,Free,16305,4.5,9+,Games
3479,Dr Pandas Carnival,245165056,USD,2.99,Paid,49,3.5,4+,Education
3480,FindtheLine,458349568,USD,2.99,Paid,181,4.5,4+,Games
3481,Moto x3m,57729024,USD,0.99,Paid,53,4.5,9+,Games
3482,PAC-MAN Bounce - Puzzle Adventure,359372800,USD,0.0,Free,392,4.0,4+,Games
3483,The Everything Machine by Tinybop,226968576,USD,2.99,Paid,141,4.0,4+,Education
3484,The Earth by Tinybop,491725824,USD,2.99,Paid,173,4.0,4+,Education
3485,Oddworld: Munchs Oddysee,712294400,USD,2.99,Paid,200,4.5,12+,Games
3486,Star Trek Timelines,161198080,USD,0.0,Free,4721,4.0,12+,Games
3487,Minecraft: Story Mode,1089228800,USD,0.0,Free,20621,4.0,9+,Games
3488,Thumb Drift - Furious One Touch Car Racing,184078336,USD,0.0,Free,6051,4.5,4+,Games
3489,Picolo drinking game,35566592,USD,0.0,Free,227,5.0,17+,Entertainment
3490,Deliveroo: Restaurant Delivery - Order Food Nearby,62734336,USD,0.0,Free,1702,4.5,12+,Food & Drink
3491,Craft The World - Episodes Edition,222253056,USD,0.99,Paid,4,5.0,9+,Games
3492,Abzorb,57837568,USD,2.99,Paid,76,3.5,4+,Games
3493,Hit the Button Math,13328384,USD,2.99,Paid,1,5.0,4+,Education
3494,Supermarket Girl - Shopping Fun,91478016,USD,0.0,Free,1354,4.5,4+,Games
3495,Super Stickman Golf 3,132153344,USD,0.0,Free,1593,4.5,4+,Games
3496,Pixel Dungeon,48006144,USD,2.99,Paid,152,4.5,9+,Games
3497,Ookujira - Giant Whale Rampage,47969280,USD,0.0,Free,878,4.5,9+,Games
3498,PAC-MAN 256 - Endless Arcade Maze,145424384,USD,0.0,Free,23015,4.5,4+,Games
3499,Little Farmers - Tractors and Harvesters for Kids,286941184,USD,1.99,Paid,29,3.0,4+,Education
3500,"S, - Puzzle Game With Create Level Feature",28254208,USD,0.0,Free,0,0.0,4+,Games
3501,Project Color by The Home Depot,47817728,USD,0.0,Free,490,2.5,4+,Lifestyle
3502,"Please, Dont Touch Anything",57004032,USD,4.99,Paid,379,4.0,9+,Games
3503,Trivia Crack Kingdoms,237295616,USD,0.0,Free,3250,4.0,4+,Games
3504,Proton Pulse for Google Cardboard,194486272,USD,2.99,Paid,32,4.5,4+,Games
3505,Baseball Highlights 2045,135406592,USD,3.99,Paid,278,4.5,4+,Games
3506,BLEACH Brave Souls,181778432,USD,0.0,Free,4815,4.5,12+,Games
3507,Fancy Makeup Shop - Brush  Blush,106096640,USD,0.0,Free,425,4.0,4+,Games
3508,Bridge Rider,99517440,USD,0.0,Free,25,4.0,4+,Games
3509,Double Juggle,102620160,USD,0.0,Free,1105,4.5,4+,Games
3510,Ellipsis - Touch Explore Survive,144324608,USD,4.99,Paid,23,4.5,4+,Games
3511,Auto Warriors - Tactical Car Combat,1107044352,USD,0.0,Free,352,4.0,12+,Games
3512,Animal Jam - Play Wild,620323840,USD,0.0,Free,26990,4.5,9+,Games
3513,Ultimate Wolf Simulator,138526720,USD,0.99,Paid,2737,4.5,9+,Games
3514,VPN Express,10645504,USD,0.0,Free,14,4.5,4+,Reference
3515,TexMoji,11371520,USD,1.99,Paid,628,2.0,4+,Utilities
3516,The Cat in the Hat - Read  Learn - Dr Seuss,48586752,USD,3.99,Paid,43,4.5,4+,Book
3517,Brain Dots - Draw and solve Brain Training Game,53430272,USD,0.0,Free,5469,4.5,4+,Games
3518,Olympus Rising,126610432,USD,0.0,Free,7072,4.5,12+,Games
3519,Mikey Jumps,46831616,USD,0.0,Free,148,4.0,4+,Games
3520,Sky Viper Video Viewer,232875008,USD,0.0,Free,105,3.0,4+,Entertainment
3521,The 7 Second Challenge,40531968,USD,1.99,Paid,1838,5.0,4+,Games
3522,Mon Espace - Ple emploi,111504384,USD,0.0,Free,11,5.0,4+,Business
3523,DragonBox Numbers,347035648,USD,7.99,Paid,26,5.0,4+,Education
3524,Army of Heroes,153125888,USD,0.0,Free,1235,4.5,12+,Games
3525,Human Resource Machine,68730880,USD,4.99,Paid,497,4.5,9+,Games
3526,Oops You Died,338048000,USD,0.0,Free,54,4.5,9+,Games
3527,FUT Wager,43257856,USD,1.99,Paid,33,3.5,17+,Sports
3528,Sleep Pulse 2 Motion - The Sleep Tracker for Watch,15470592,USD,3.99,Paid,448,2.0,4+,Health & Fitness
3529,Frozen Frenzy Mania: Challenging Match 3 Games,296790016,USD,0.0,Free,4104,4.5,4+,Games
3530,Trick Pix - Magic  Prank Camera,17825792,USD,1.99,Paid,13,3.0,4+,Entertainment
3531,Glowing Snake King - Anaconda Diep War Battle Game,29124608,USD,0.0,Free,2554,4.5,4+,Games
3532,The Battle of Polytopia,36184064,USD,0.0,Free,3757,4.5,12+,Games
3533,Youtubers Life - Gaming Channel,910734336,USD,8.99,Paid,451,4.0,4+,Games
3534,Soda Dungeon,74728448,USD,0.0,Free,5717,4.5,12+,Games
3535,Ice Queen Prom Salon: Princess Makeover Girls Game,73683968,USD,1.99,Paid,11,3.5,4+,Games
3536,Dear Diary - Interactive Story,74420224,USD,0.0,Free,8922,4.5,4+,Games
3537,Ear Age Diagnosis,5113856,USD,0.0,Free,0,0.0,4+,Games
3538,Spellbinders,152692736,USD,0.0,Free,1245,4.0,9+,Games
3539,BADLAND 2,124445696,USD,3.99,Paid,898,4.5,9+,Games
3540,LEGO NEXO KNIGHTS : MERLOK 20,576817152,USD,0.0,Free,837,4.0,9+,Games
3541,The Game - Play  as long as you can,52744192,USD,2.99,Paid,41,4.5,9+,Games
3542,Athletics 2: Summer Sports,243613696,USD,1.99,Paid,333,4.5,4+,Games
3543,Mix+Smash: Marvel Super Hero Mashers,484895744,USD,0.0,Free,1050,4.5,4+,Entertainment
3544,VOEZ,299850752,USD,0.0,Free,2508,4.5,4+,Games
3545,Toy Blocks Game for Brain Traning -TSUMIKI-,97424384,USD,0.0,Free,0,0.0,4+,Games
3546,Fieldrunners Attack,276512768,USD,0.0,Free,1984,3.5,9+,Games
3547,Capital One CreditWise - Credit score and report,64735232,USD,0.0,Free,1019,4.5,4+,Finance
3548,Lost Frontier,159918080,USD,2.99,Paid,153,4.0,12+,Games
3549,Hungry Babies Mania,207542272,USD,0.0,Free,7075,4.5,4+,Games
3550,"Whink - Note taking, Annotate  Record Lectures",76367872,USD,4.99,Paid,110,4.0,4+,Productivity
3551,RollerCoaster Tycoon 3,701620224,USD,4.99,Paid,1334,4.0,4+,Games
3552,Shadow Bug,246233088,USD,3.99,Paid,978,4.5,12+,Games
3553,Bullet Force,501043200,USD,0.0,Free,9289,4.5,17+,Games
3554,Futurama: Game of Drones,385683456,USD,0.0,Free,8394,4.5,12+,Games
3555,Vault,135558144,USD,0.0,Free,1203,4.5,9+,Games
3556,FreeVRPlayer,7944192,USD,0.0,Free,134,2.5,4+,Photo & Video
3557,Peppa Pig: Golden Boots,986284032,USD,2.99,Paid,28,3.5,4+,Education
3558,Colorfy: Coloring Book for Adults,124185600,USD,0.0,Free,247809,4.5,4+,Entertainment
3559,Snapimals: Discover  Snap Amazing  Cute Animals,221279232,USD,0.0,Free,11060,4.5,4+,Games
3560,Battlevoid: Harbinger,108232704,USD,0.99,Paid,374,4.5,12+,Games
3561,Stickman Football,47736832,USD,0.0,Free,429,4.0,4+,Games
3562,Syberia 2 FULL,1563693056,USD,4.99,Paid,58,4.0,12+,Games
3563,World Chef: Restaurant  Cooking Game,136355840,USD,0.0,Free,29886,4.5,12+,Games
3564,Dream League Soccer 2017,359676928,USD,0.0,Free,66004,4.5,4+,Games
3565,My Singing Monsters: Dawn of Fire,149613568,USD,0.0,Free,7749,4.5,4+,Games
3566,GIPHY KEYS The GIF Keyboard,51138560,USD,0.0,Free,138,3.5,12+,Utilities
3567,Ultimate Shark Simulator,143093760,USD,0.99,Paid,256,4.0,9+,Games
3568,Ultimate Lion Simulator,149815296,USD,0.99,Paid,763,4.5,12+,Games
3569,Ultimate Dinosaur Simulator,153828352,USD,0.99,Paid,1079,3.5,9+,Games
3570,Design Home,173576192,USD,0.0,Free,23298,4.5,4+,Games
3571,Ultimate Horse Simulator,153812992,USD,0.99,Paid,958,4.5,9+,Games
3572,Ultimate Dragon Simulator,157528064,USD,0.99,Paid,806,4.5,12+,Games
3573,BestieBox,48274432,USD,0.0,Free,0,0.0,4+,Social Networking
3574,The Abandoned,254512128,USD,1.99,Paid,26,4.5,17+,Games
3575,NOISE,99423232,USD,0.0,Free,355,3.0,4+,Music
3576,Splash Pop,291697664,USD,0.0,Free,63,4.0,12+,Games
3577,WSwitch for Belkin WeMo,4703232,USD,1.99,Paid,138,2.5,4+,Utilities
3578,QB Hero,29577216,USD,0.0,Free,304,4.5,9+,Games
3579,Green Eggs and Ham - Read  Learn - Dr Seuss,46465024,USD,3.99,Paid,207,5.0,4+,Book
3580,Dr Seusss ABC - Read  Learn - Dr Seuss,40559616,USD,1.99,Paid,82,4.5,4+,Book
3581,Disney Jigsaw Puzzles,107602944,USD,0.0,Free,1546,4.5,4+,Games
3582,Spanish SOLO: Learn Spanish With Lessons On The Go,75766784,USD,0.0,Free,275,4.5,9+,Education
3583,Tap Quest : Gate Keeper,172115968,USD,0.0,Free,1252,4.5,4+,Games
3584,Give It Up 2,165923840,USD,0.0,Free,453,4.0,4+,Games
3585,Would You Rather,33028096,USD,0.0,Free,6479,4.5,12+,Games
3586,GYMONDO  Fitness Training fr Zuhause,133136384,USD,0.0,Free,0,0.0,4+,Health & Fitness
3587,AGT: Americas Got Talent Official App on NBC,24906752,USD,0.0,Free,367,3.0,4+,Entertainment
3588,Digit: Save Money Without Thinking About It,68513792,USD,0.0,Free,1506,3.5,4+,Finance
3589,Precision Ukulele Tuner - with Chords  Metronome,49049600,USD,1.99,Paid,105,4.5,4+,Music
3590,Sputnik Eyes,65553408,USD,1.99,Paid,309,4.0,4+,Games
3591,Sideline - 2nd Phone Number,133328896,USD,0.0,Free,7907,4.5,4+,Business
3592,Bakery Story 2,173878272,USD,0.0,Free,5753,4.0,4+,Games
3593,METAL SLUG ATTACK,106136576,USD,0.0,Free,1324,4.5,12+,Games
3594,Zen Brush 2,69114880,USD,2.99,Paid,114,4.5,4+,Entertainment
3595,Dont Starve: Pocket Edition,403637248,USD,4.99,Paid,3742,4.0,9+,Games
3596,Cat Kitty Kitten Coloring Pages - Free Girl Games,39411712,USD,0.0,Free,10278,4.5,4+,Games
3597,Tropical Wars - Pirate Battles,110904320,USD,0.0,Free,1465,4.5,12+,Games
3598,Video Smith - A Powerful video editing tool set,39056384,USD,0.0,Free,1,5.0,4+,Photo & Video
3599,PRISM,400202752,USD,2.99,Paid,648,4.5,4+,Games
3600,Hoodclips,15900672,USD,0.0,Free,346,4.0,17+,Entertainment
3601,Star Cheerleader - High School Tryouts,222483456,USD,0.0,Free,263,4.0,4+,Games
3602,Heroki,373096448,USD,4.99,Paid,225,4.0,9+,Games
3603,KSI Unleashed,456900608,USD,0.0,Free,854,5.0,17+,Games
3604,Peanuts: Snoopys Town Tale,95766528,USD,0.0,Free,4260,3.5,4+,Games
3605,SelfieCity,71816192,USD,0.0,Free,252,5.0,4+,Photo & Video
3606,Fontmania - Add Artworks  Text to Your Photos,37767168,USD,4.99,Paid,1249,4.5,4+,Photo & Video
3607,Sago Mini Trucks and Diggers,109857792,USD,2.99,Paid,37,4.0,4+,Education
3608,Monkey Preschool Animals,126582784,USD,2.99,Paid,5,4.5,4+,Education
3609,Bus Driving Taxi Parking Simulator Real Extreme Car Racing Sim,295681024,USD,0.0,Free,199,4.0,4+,Games
3610,Pokmon Shuffle Mobile,106076160,USD,0.0,Free,5805,4.5,4+,Games
3611,BuriedTown - Worlds First Doomsday Survival Themed Game,60974080,USD,0.99,Paid,118,4.0,9+,Games
3612,Tank Battle: Blitzkrieg,217393152,USD,1.99,Paid,19,3.5,12+,Games
3613,A Color Story,39306240,USD,0.0,Free,2436,4.5,4+,Photo & Video
3614,USPS StampApp for iPad,47478784,USD,9.99,Paid,15,2.5,4+,Reference
3615,ZAKER ,75351040,USD,0.99,Paid,0,0.0,12+,News
3616,PAW Patrol Pups to the Rescue,757837824,USD,1.99,Paid,22,2.5,4+,Education
3617,PAW Patrol Pups to the Rescue HD,757911552,USD,1.99,Paid,142,3.0,4+,Education
3618,Circle Swing,8642560,USD,0.0,Free,2,3.5,4+,Games
3619,Paper Train: Traffic,111042560,USD,0.99,Paid,20,4.0,4+,Games
3620,Shapes  Colors Learning Kids Games for girls 2 +,182903808,USD,2.99,Paid,0,0.0,4+,Games
3621,360 Degree,332068864,USD,0.0,Free,1460,4.5,4+,Games
3622,Marry Me - Perfect Wedding Day,201636864,USD,0.0,Free,795,4.0,4+,Games
3623,Bear,29283328,USD,0.0,Free,891,4.5,4+,Productivity
3624,"ipsy - Makeup, subscription and beauty tips",35611648,USD,0.0,Free,17489,5.0,4+,Lifestyle
3625,How the Grinch Stole Christmas - Read  Play,62609408,USD,3.99,Paid,49,4.5,4+,Book
3626,Gigglebugs Face Race,191375360,USD,2.99,Paid,44,3.5,4+,Education
